,0
16543,bored
16544,question
16545,bored
16546,question
16547,bored
16548,excited
16549,neutral
16550,neutral
16551,neutral
16552,neutral
16553,bored
16554,neutral
16555,neutral
16556,neutral
16557,bored
16558,question
16559,neutral
16560,neutral
16561,bored
16562,bored
16563,question
16564,excited
16565,neutral
16566,question
16567,excited
16568,bored
16569,bored
16570,neutral
16571,excited
16572,question
16573,bored
16574,neutral
16575,question
16576,question
16577,neutral
16578,excited
16579,excited
16580,bored
16581,question
16582,excited
16583,excited
16584,bored
16585,question
16586,bored
16587,neutral
16588,excited
16589,question
16590,question
16591,excited
16592,question
16593,neutral
16594,excited
16595,question
16596,neutral
16597,bored
16598,excited
16599,question
16600,bored
16601,bored
16602,excited
16603,excited
16604,neutral
16605,excited
16606,excited
16607,neutral
16608,question
16609,question
16610,neutral
16611,bored
16612,bored
16613,question
16614,excited
16615,excited
16616,neutral
16617,question
16618,excited
16619,excited
16620,question
16621,bored
16622,bored
16623,question
16624,bored
16625,bored
16626,neutral
16627,question
16628,excited
16629,bored
16630,bored
16631,question
16632,question
16633,bored
16634,neutral
16635,excited
16636,neutral
16637,bored
16638,question
16639,bored
16640,neutral
16641,question
16642,question
16643,excited
16644,question
16645,excited
16646,excited
16647,question
16648,bored
16649,neutral
16650,excited
16651,bored
16652,excited
16653,bored
16654,bored
16655,excited
16656,excited
16657,excited
16658,neutral
16659,neutral
16660,excited
16661,question
16662,question
16663,bored
16664,neutral
16665,neutral
16666,bored
16667,bored
16668,bored
16669,excited
16670,question
16671,neutral
16672,bored
16673,neutral
16674,question
16675,question
16676,bored
16677,question
16678,excited
16679,neutral
16680,question
16681,neutral
16682,neutral
16683,excited
16684,bored
16685,question
16686,excited
16687,excited
16688,bored
16689,bored
16690,neutral
16691,question
16692,neutral
16693,neutral
16694,bored
16695,excited
16696,excited
16697,question
16698,neutral
16699,neutral
16700,question
16701,bored
16702,question
16703,question
16704,excited
16705,bored
16706,bored
16707,excited
16708,excited
16709,excited
16710,bored
16711,bored
16712,bored
16713,bored
16714,neutral
16715,question
16716,neutral
16717,question
16718,excited
16719,neutral
16720,excited
16721,bored
16722,neutral
16723,bored
16724,excited
16725,bored
16726,question
16727,question
16728,question
16729,question
16730,neutral
16731,bored
16732,bored
16733,question
16734,question
16735,question
16736,bored
16737,neutral
16738,question
16739,excited
16740,excited
16741,bored
16742,bored
16743,bored
16744,question
16745,bored
16746,question
16747,question
16748,question
16749,bored
16750,bored
16751,bored
16752,excited
16753,neutral
16754,bored
16755,question
16756,neutral
16757,excited
16758,excited
16759,question
16760,excited
16761,bored
16762,excited
16763,excited
16764,question
16765,neutral
16766,neutral
16767,neutral
16768,bored
16769,excited
16770,bored
16771,excited
16772,neutral
16773,question
16774,bored
16775,bored
16776,excited
16777,neutral
16778,excited
16779,excited
16780,neutral
16781,bored
16782,neutral
16783,question
16784,bored
16785,bored
16786,question
16787,bored
16788,question
16789,bored
16790,neutral
16791,question
16792,bored
16793,question
16794,neutral
16795,bored
16796,bored
16797,neutral
16798,bored
16799,excited
16800,question
16801,excited
16802,excited
16803,question
16804,excited
16805,bored
16806,neutral
16807,neutral
16808,bored
16809,question
16810,neutral
16811,excited
16812,neutral
16813,bored
16814,question
16815,bored
16816,question
16817,neutral
16818,question
16819,excited
16820,question
16821,question
16822,question
16823,neutral
16824,excited
16825,neutral
16826,neutral
16827,neutral
16828,bored
16829,neutral
16830,bored
16831,excited
16832,question
16833,question
16834,question
16835,question
16836,bored
16837,question
16838,bored
16839,question
16840,question
16841,question
16842,bored
16843,question
16844,bored
16845,excited
16846,bored
16847,neutral
16848,bored
16849,bored
16850,excited
16851,question
16852,bored
16853,excited
16854,excited
16855,bored
16856,excited
16857,question
16858,bored
16859,neutral
16860,excited
16861,neutral
16862,question
16863,excited
16864,excited
16865,bored
16866,bored
16867,neutral
16868,neutral
16869,excited
16870,neutral
16871,neutral
16872,neutral
16873,question
16874,question
16875,excited
16876,bored
16877,bored
16878,question
16879,neutral
16880,excited
16881,neutral
16882,excited
16883,question
16884,excited
16885,neutral
16886,excited
16887,bored
16888,bored
16889,excited
16890,question
16891,excited
16892,bored
16893,neutral
16894,neutral
16895,bored
16896,bored
16897,bored
16898,question
16899,excited
16900,bored
16901,excited
16902,neutral
16903,question
16904,excited
16905,excited
16906,question
16907,excited
16908,question
16909,bored
16910,neutral
16911,question
16912,question
16913,neutral
16914,bored
16915,excited
16916,excited
16917,excited
16918,question
16919,question
16920,excited
16921,excited
16922,question
16923,neutral
16924,neutral
16925,question
16926,excited
16927,bored
16928,question
16929,excited
16930,excited
16931,neutral
16932,neutral
16933,neutral
16934,question
16935,excited
16936,neutral
16937,neutral
16938,bored
16939,neutral
16940,question
16941,bored
16942,question
16943,question
16944,excited
16945,question
16946,question
16947,neutral
16948,question
16949,excited
16950,excited
16951,neutral
16952,question
16953,bored
16954,bored
16955,excited
16956,neutral
16957,neutral
16958,neutral
16959,question
16960,neutral
16961,excited
16962,neutral
16963,neutral
16964,excited
16965,bored
16966,question
16967,excited
16968,excited
16969,excited
16970,excited
16971,neutral
16972,question
16973,neutral
16974,bored
16975,excited
16976,excited
16977,neutral
16978,question
16979,excited
16980,excited
16981,bored
16982,bored
16983,excited
16984,excited
16985,neutral
16986,neutral
16987,bored
16988,neutral
16989,neutral
16990,question
16991,excited
16992,bored
16993,neutral
16994,bored
16995,question
16996,neutral
16997,question
16998,neutral
16999,question
17000,excited
17001,bored
17002,question
17003,neutral
17004,question
17005,question
17006,excited
17007,bored
17008,neutral
17009,excited
17010,neutral
17011,excited
17012,question
17013,excited
17014,question
17015,bored
17016,question
17017,excited
17018,bored
17019,neutral
17020,bored
17021,neutral
17022,neutral
17023,neutral
17024,question
17025,excited
17026,question
17027,neutral
17028,question
17029,neutral
17030,bored
17031,bored
17032,question
17033,bored
17034,bored
17035,question
17036,bored
17037,neutral
17038,bored
17039,question
17040,bored
17041,bored
17042,neutral
17043,excited
17044,excited
17045,neutral
17046,bored
17047,question
17048,neutral
17049,question
17050,excited
17051,excited
17052,excited
17053,bored
17054,question
17055,question
17056,question
17057,bored
17058,excited
17059,excited
17060,neutral
17061,question
17062,neutral
17063,excited
17064,question
17065,neutral
17066,neutral
17067,neutral
17068,excited
17069,question
17070,bored
17071,neutral
17072,excited
17073,bored
17074,question
17075,question
17076,excited
17077,question
17078,excited
17079,excited
17080,neutral
17081,excited
17082,excited
17083,excited
17084,excited
17085,neutral
17086,neutral
17087,neutral
17088,bored
17089,bored
17090,excited
17091,neutral
17092,bored
17093,neutral
17094,question
17095,bored
17096,bored
17097,neutral
17098,excited
17099,question
17100,neutral
17101,neutral
17102,neutral
17103,question
17104,excited
17105,bored
17106,bored
17107,question
17108,bored
17109,question
17110,question
17111,neutral
17112,excited
17113,neutral
17114,neutral
17115,question
17116,bored
17117,neutral
17118,neutral
17119,question
17120,question
17121,neutral
17122,neutral
17123,neutral
17124,excited
17125,bored
17126,bored
17127,bored
17128,excited
17129,bored
17130,question
17131,excited
17132,excited
17133,neutral
17134,question
17135,excited
17136,question
17137,excited
17138,neutral
17139,bored
17140,bored
17141,question
17142,excited
17143,bored
17144,excited
17145,neutral
17146,excited
17147,neutral
17148,bored
17149,bored
17150,neutral
17151,bored
17152,question
17153,neutral
17154,excited
17155,excited
17156,question
17157,excited
17158,question
17159,bored
17160,excited
17161,question
17162,question
17163,question
17164,excited
17165,bored
17166,excited
17167,bored
17168,question
17169,neutral
17170,bored
17171,neutral
17172,excited
17173,excited
17174,excited
17175,bored
17176,excited
17177,neutral
17178,question
17179,excited
17180,excited
17181,question
17182,neutral
17183,question
17184,bored
17185,bored
17186,bored
17187,bored
17188,question
17189,neutral
17190,question
17191,neutral
17192,question
17193,question
17194,bored
17195,question
17196,neutral
17197,neutral
17198,bored
17199,question
17200,bored
17201,question
17202,question
17203,question
17204,neutral
17205,question
17206,bored
17207,neutral
17208,question
17209,neutral
17210,bored
17211,question
17212,bored
17213,excited
17214,question
17215,bored
17216,excited
17217,question
17218,excited
17219,bored
17220,neutral
17221,neutral
17222,question
17223,neutral
17224,excited
17225,question
17226,question
17227,excited
17228,bored
17229,bored
17230,question
17231,question
17232,neutral
17233,excited
17234,bored
17235,neutral
17236,question
17237,excited
17238,neutral
17239,question
17240,excited
17241,question
17242,neutral
17243,neutral
17244,neutral
17245,excited
17246,neutral
17247,excited
17248,question
17249,neutral
17250,neutral
17251,neutral
17252,excited
17253,excited
17254,question
17255,bored
17256,excited
17257,question
17258,question
17259,excited
17260,bored
17261,neutral
17262,question
17263,neutral
17264,bored
17265,bored
17266,neutral
17267,question
17268,excited
17269,question
17270,neutral
17271,question
17272,bored
17273,bored
17274,bored
17275,question
17276,excited
17277,bored
17278,excited
17279,bored
17280,neutral
17281,neutral
17282,question
17283,question
17284,neutral
17285,question
17286,neutral
17287,neutral
17288,question
17289,bored
17290,question
17291,excited
17292,neutral
17293,question
17294,neutral
17295,neutral
17296,excited
17297,excited
17298,bored
17299,excited
17300,bored
17301,bored
17302,question
17303,excited
17304,excited
17305,neutral
17306,neutral
17307,question
17308,neutral
17309,neutral
17310,bored
17311,neutral
17312,excited
17313,bored
17314,neutral
17315,excited
17316,bored
17317,neutral
17318,bored
17319,excited
17320,bored
17321,excited
17322,question
17323,excited
17324,neutral
17325,neutral
17326,excited
17327,bored
17328,bored
17329,excited
17330,excited
17331,bored
17332,bored
17333,question
17334,bored
17335,question
17336,excited
17337,excited
17338,question
17339,neutral
17340,excited
17341,excited
17342,excited
17343,bored
17344,bored
17345,neutral
17346,question
17347,question
17348,excited
17349,bored
17350,excited
17351,question
17352,question
17353,excited
17354,bored
17355,neutral
17356,neutral
17357,excited
17358,bored
17359,neutral
17360,question
17361,bored
17362,bored
17363,bored
17364,bored
17365,bored
17366,excited
17367,excited
17368,bored
17369,excited
17370,question
17371,question
17372,excited
17373,excited
17374,bored
17375,neutral
17376,excited
17377,excited
17378,neutral
17379,bored
17380,excited
17381,question
17382,bored
17383,excited
17384,question
17385,neutral
17386,excited
17387,excited
17388,question
17389,neutral
17390,question
17391,question
17392,neutral
17393,excited
17394,bored
17395,bored
17396,question
17397,bored
17398,question
17399,excited
17400,excited
17401,neutral
17402,bored
17403,bored
17404,question
17405,bored
17406,bored
17407,question
17408,bored
17409,excited
17410,bored
17411,bored
17412,excited
17413,bored
17414,neutral
17415,bored
17416,bored
17417,excited
17418,question
17419,neutral
17420,question
17421,excited
17422,neutral
17423,excited
17424,excited
17425,question
17426,bored
17427,question
17428,excited
17429,neutral
17430,bored
17431,neutral
17432,question
17433,bored
17434,excited
17435,question
17436,neutral
17437,neutral
17438,excited
17439,bored
17440,bored
17441,neutral
17442,question
17443,neutral
17444,excited
17445,neutral
17446,excited
17447,excited
17448,neutral
17449,neutral
17450,bored
17451,question
17452,question
17453,neutral
17454,excited
17455,excited
17456,question
17457,question
17458,excited
17459,excited
17460,bored
17461,bored
17462,neutral
17463,question
17464,excited
17465,excited
17466,neutral
17467,neutral
17468,neutral
17469,neutral
17470,question
17471,excited
17472,neutral
17473,bored
17474,excited
17475,excited
17476,question
17477,neutral
17478,bored
17479,question
17480,question
17481,question
17482,neutral
17483,bored
17484,bored
17485,neutral
17486,bored
17487,neutral
17488,bored
17489,bored
17490,question
17491,bored
17492,question
17493,bored
17494,neutral
17495,question
17496,bored
17497,bored
17498,question
17499,neutral
17500,excited
17501,excited
17502,bored
17503,bored
17504,neutral
17505,excited
17506,neutral
17507,excited
17508,neutral
17509,excited
17510,excited
17511,excited
17512,neutral
17513,bored
17514,excited
17515,neutral
17516,bored
17517,neutral
17518,excited
17519,bored
17520,question
17521,bored
17522,question
17523,question
17524,question
17525,bored
17526,bored
17527,question
17528,excited
17529,bored
17530,question
17531,excited
17532,bored
17533,question
17534,question
17535,neutral
17536,neutral
17537,bored
17538,neutral
17539,question
17540,excited
17541,question
17542,bored
17543,bored
17544,question
17545,bored
17546,neutral
17547,bored
17548,neutral
17549,question
17550,bored
17551,question
17552,bored
17553,neutral
17554,question
17555,bored
17556,excited
17557,question
17558,bored
17559,neutral
17560,bored
17561,excited
17562,bored
17563,bored
17564,neutral
17565,neutral
17566,neutral
17567,excited
17568,neutral
17569,neutral
17570,excited
17571,neutral
17572,bored
17573,excited
17574,excited
17575,neutral
17576,question
17577,question
17578,neutral
17579,excited
17580,question
17581,excited
17582,neutral
17583,question
17584,neutral
17585,bored
17586,bored
17587,excited
17588,bored
17589,question
17590,question
17591,question
17592,bored
17593,bored
17594,question
17595,neutral
17596,neutral
17597,excited
17598,question
17599,question
17600,question
17601,excited
17602,question
17603,excited
17604,neutral
17605,neutral
17606,bored
17607,excited
17608,question
17609,excited
17610,excited
17611,neutral
17612,bored
17613,question
17614,neutral
17615,excited
17616,neutral
17617,question
17618,bored
17619,question
17620,neutral
17621,excited
17622,excited
17623,excited
17624,neutral
17625,excited
17626,question
17627,neutral
17628,neutral
17629,excited
17630,question
17631,bored
17632,bored
17633,bored
17634,bored
17635,question
17636,excited
17637,excited
17638,bored
17639,bored
17640,neutral
17641,excited
17642,neutral
17643,question
17644,excited
17645,excited
17646,question
17647,neutral
17648,excited
17649,bored
17650,neutral
17651,question
17652,excited
17653,bored
17654,question
17655,excited
17656,neutral
17657,neutral
17658,excited
17659,bored
17660,question
17661,question
17662,question
17663,neutral
17664,excited
17665,bored
17666,neutral
17667,neutral
17668,bored
17669,excited
17670,neutral
17671,excited
17672,bored
17673,question
17674,excited
17675,excited
17676,excited
17677,neutral
17678,question
17679,bored
17680,question
17681,question
17682,neutral
17683,bored
17684,excited
17685,neutral
17686,neutral
17687,excited
17688,neutral
17689,question
17690,question
17691,neutral
17692,neutral
17693,question
17694,bored
17695,bored
17696,question
17697,neutral
17698,excited
17699,excited
17700,bored
17701,question
17702,neutral
17703,excited
17704,excited
17705,excited
17706,question
17707,neutral
17708,excited
17709,bored
17710,bored
17711,question
17712,excited
17713,question
17714,neutral
17715,question
17716,neutral
17717,neutral
17718,question
17719,question
17720,bored
17721,bored
17722,excited
17723,neutral
17724,neutral
17725,bored
17726,question
17727,excited
17728,neutral
17729,neutral
17730,bored
17731,excited
17732,neutral
17733,excited
17734,neutral
17735,bored
17736,neutral
17737,question
17738,question
17739,question
17740,neutral
17741,neutral
17742,neutral
17743,question
17744,excited
17745,question
17746,question
17747,excited
17748,question
17749,bored
17750,neutral
17751,excited
17752,question
17753,question
17754,question
17755,neutral
17756,neutral
17757,question
17758,neutral
17759,bored
17760,question
17761,neutral
17762,excited
17763,neutral
17764,excited
17765,question
17766,bored
17767,excited
17768,excited
17769,question
17770,excited
17771,bored
17772,bored
17773,excited
17774,question
17775,question
17776,excited
17777,bored
17778,excited
17779,neutral
17780,bored
17781,excited
17782,bored
17783,neutral
17784,question
17785,bored
17786,question
17787,bored
17788,excited
17789,question
17790,neutral
17791,bored
17792,neutral
17793,question
17794,question
17795,question
17796,neutral
17797,bored
17798,excited
17799,bored
17800,question
17801,neutral
17802,bored
17803,question
17804,bored
17805,bored
17806,excited
17807,bored
17808,bored
17809,excited
17810,bored
17811,neutral
17812,neutral
17813,bored
17814,bored
17815,question
17816,bored
17817,question
17818,question
17819,excited
17820,bored
17821,excited
17822,question
17823,bored
17824,neutral
17825,neutral
17826,excited
17827,excited
17828,bored
17829,neutral
17830,bored
17831,question
17832,excited
17833,question
17834,question
17835,neutral
17836,neutral
17837,neutral
17838,neutral
17839,neutral
17840,excited
17841,excited
17842,excited
17843,bored
17844,excited
17845,question
17846,bored
17847,question
17848,excited
17849,bored
17850,neutral
17851,excited
17852,excited
17853,bored
17854,neutral
17855,neutral
17856,question
17857,question
17858,bored
17859,bored
17860,bored
17861,bored
17862,question
17863,neutral
17864,bored
17865,excited
17866,bored
17867,bored
17868,bored
17869,question
17870,question
17871,neutral
17872,excited
17873,neutral
17874,excited
17875,bored
17876,excited
17877,excited
17878,question
17879,excited
17880,neutral
17881,neutral
17882,excited
17883,bored
17884,bored
17885,question
17886,question
17887,question
17888,bored
17889,neutral
17890,question
17891,neutral
17892,bored
17893,question
17894,excited
17895,neutral
17896,excited
17897,question
17898,bored
17899,excited
17900,neutral
17901,neutral
17902,bored
17903,question
17904,neutral
17905,bored
17906,bored
17907,excited
17908,neutral
17909,bored
17910,excited
17911,excited
17912,bored
17913,bored
17914,question
17915,neutral
17916,neutral
17917,bored
17918,neutral
17919,neutral
17920,excited
17921,neutral
17922,neutral
17923,bored
17924,neutral
17925,question
17926,question
17927,bored
17928,question
17929,question
17930,bored
17931,question
17932,neutral
17933,bored
17934,bored
17935,bored
17936,excited
17937,bored
17938,excited
17939,excited
17940,neutral
17941,excited
17942,bored
17943,bored
17944,question
17945,question
17946,question
17947,excited
17948,excited
17949,excited
17950,question
17951,neutral
17952,bored
17953,excited
17954,excited
17955,bored
17956,bored
17957,question
17958,excited
17959,bored
17960,bored
17961,neutral
17962,bored
17963,excited
17964,bored
17965,excited
17966,bored
17967,excited
17968,neutral
17969,neutral
17970,excited
17971,bored
17972,question
17973,bored
17974,bored
17975,neutral
17976,bored
17977,question
17978,question
17979,excited
17980,neutral
17981,bored
17982,excited
17983,bored
17984,neutral
17985,question
17986,bored
17987,neutral
17988,neutral
17989,neutral
17990,question
17991,neutral
17992,bored
17993,excited
17994,question
17995,excited
17996,bored
17997,neutral
17998,neutral
17999,neutral
18000,neutral
18001,bored
18002,question
18003,neutral
18004,question
18005,neutral
18006,bored
18007,question
18008,neutral
18009,question
18010,neutral
18011,neutral
18012,neutral
18013,neutral
18014,excited
18015,neutral
18016,excited
18017,neutral
18018,question
18019,excited
18020,question
18021,neutral
18022,question
18023,excited
18024,excited
18025,excited
18026,question
18027,excited
18028,excited
18029,neutral
18030,excited
18031,neutral
18032,question
18033,neutral
18034,neutral
18035,excited
18036,question
18037,neutral
18038,bored
18039,excited
18040,question
18041,bored
18042,question
18043,question
18044,bored
18045,question
18046,neutral
18047,neutral
18048,neutral
18049,question
18050,question
18051,neutral
18052,excited
18053,excited
18054,excited
18055,question
18056,bored
18057,bored
18058,question
18059,neutral
18060,bored
18061,question
18062,neutral
18063,neutral
18064,question
18065,neutral
18066,bored
18067,excited
18068,neutral
18069,neutral
18070,bored
18071,question
18072,excited
18073,neutral
18074,neutral
18075,question
18076,excited
18077,bored
18078,excited
18079,neutral
18080,excited
18081,excited
18082,question
18083,question
18084,question
18085,bored
18086,neutral
18087,question
18088,neutral
18089,bored
18090,bored
18091,neutral
18092,bored
18093,excited
18094,neutral
18095,bored
18096,question
18097,question
18098,excited
18099,neutral
18100,bored
18101,bored
18102,question
18103,neutral
18104,bored
18105,question
18106,question
18107,question
18108,excited
18109,bored
18110,question
18111,excited
18112,bored
18113,excited
18114,question
18115,excited
18116,question
18117,excited
18118,bored
18119,excited
18120,bored
18121,question
18122,question
18123,question
18124,neutral
18125,question
18126,bored
18127,question
18128,excited
18129,excited
18130,excited
18131,neutral
18132,bored
18133,excited
18134,excited
18135,question
18136,bored
18137,excited
18138,bored
18139,neutral
18140,neutral
18141,neutral
18142,excited
18143,excited
18144,bored
18145,excited
18146,excited
18147,question
18148,neutral
18149,bored
18150,question
18151,question
18152,excited
18153,question
18154,neutral
18155,bored
18156,excited
18157,question
18158,excited
18159,neutral
18160,question
18161,question
18162,question
18163,excited
18164,bored
18165,neutral
18166,excited
18167,question
18168,bored
18169,neutral
18170,neutral
18171,question
18172,neutral
18173,neutral
18174,question
18175,bored
18176,bored
18177,neutral
18178,neutral
18179,bored
18180,excited
18181,excited
18182,question
18183,bored
18184,neutral
18185,neutral
18186,neutral
18187,question
18188,neutral
18189,neutral
18190,neutral
18191,bored
18192,neutral
18193,excited
18194,question
18195,neutral
18196,question
18197,excited
18198,bored
18199,bored
18200,bored
18201,question
18202,neutral
18203,excited
18204,excited
18205,neutral
18206,neutral
18207,question
18208,neutral
18209,excited
18210,neutral
18211,bored
18212,excited
18213,question
18214,neutral
18215,neutral
18216,excited
18217,neutral
18218,excited
18219,bored
18220,excited
18221,neutral
18222,excited
18223,excited
18224,excited
18225,question
18226,excited
18227,question
18228,excited
18229,neutral
18230,excited
18231,question
18232,question
18233,question
18234,excited
18235,bored
18236,excited
18237,neutral
18238,excited
18239,excited
18240,neutral
18241,neutral
18242,neutral
18243,question
18244,bored
18245,neutral
18246,bored
18247,question
18248,question
18249,excited
18250,excited
18251,excited
18252,question
18253,question
18254,excited
18255,excited
18256,neutral
18257,question
18258,neutral
18259,excited
18260,bored
18261,question
18262,question
18263,neutral
18264,question
18265,neutral
18266,question
18267,excited
18268,bored
18269,question
18270,question
18271,question
18272,neutral
18273,bored
18274,neutral
18275,excited
18276,question
18277,excited
18278,excited
18279,question
18280,neutral
18281,neutral
18282,bored
18283,excited
18284,question
18285,bored
18286,excited
18287,bored
18288,excited
18289,neutral
18290,bored
18291,excited
18292,neutral
18293,neutral
18294,excited
18295,question
18296,neutral
18297,neutral
18298,neutral
18299,neutral
18300,question
18301,neutral
18302,excited
18303,question
18304,neutral
18305,excited
18306,bored
18307,bored
18308,bored
18309,excited
18310,bored
18311,excited
18312,neutral
18313,bored
18314,bored
18315,bored
18316,excited
18317,bored
18318,question
18319,bored
18320,neutral
18321,question
18322,question
18323,excited
18324,neutral
18325,bored
18326,bored
18327,bored
18328,question
18329,excited
18330,bored
18331,excited
18332,excited
18333,question
18334,question
18335,excited
18336,neutral
18337,question
18338,excited
18339,bored
18340,neutral
18341,question
18342,question
18343,neutral
18344,bored
18345,neutral
18346,excited
18347,excited
18348,neutral
18349,question
18350,bored
18351,question
18352,neutral
18353,bored
18354,neutral
18355,excited
18356,neutral
18357,neutral
18358,excited
18359,excited
18360,neutral
18361,question
18362,bored
18363,bored
18364,neutral
18365,neutral
18366,neutral
18367,bored
18368,neutral
18369,excited
18370,question
18371,bored
18372,bored
18373,bored
18374,neutral
18375,excited
18376,bored
18377,bored
18378,neutral
18379,neutral
18380,neutral
18381,question
18382,excited
18383,neutral
18384,excited
18385,neutral
18386,neutral
18387,bored
18388,bored
18389,bored
18390,bored
18391,question
18392,neutral
18393,bored
18394,question
18395,neutral
18396,neutral
18397,question
18398,bored
18399,neutral
18400,question
18401,excited
18402,question
18403,excited
18404,question
18405,bored
18406,bored
18407,bored
18408,neutral
18409,question
18410,bored
18411,neutral
18412,excited
18413,neutral
18414,bored
18415,question
18416,neutral
18417,question
18418,neutral
18419,question
18420,neutral
18421,question
18422,excited
18423,question
18424,neutral
18425,bored
18426,neutral
18427,bored
18428,excited
18429,bored
18430,neutral
18431,question
18432,excited
18433,bored
18434,neutral
18435,bored
18436,question
18437,bored
18438,excited
18439,question
18440,bored
18441,question
18442,bored
18443,bored
18444,excited
18445,neutral
18446,question
18447,bored
18448,question
18449,bored
18450,question
18451,excited
18452,excited
18453,neutral
18454,neutral
18455,bored
18456,question
18457,question
18458,neutral
18459,neutral
18460,question
18461,neutral
18462,question
18463,bored
18464,question
18465,bored
18466,excited
18467,excited
18468,bored
18469,excited
18470,bored
18471,question
18472,neutral
18473,excited
18474,question
18475,excited
18476,neutral
18477,neutral
18478,neutral
18479,neutral
18480,neutral
18481,question
18482,bored
18483,bored
18484,neutral
18485,neutral
18486,excited
18487,excited
18488,neutral
18489,question
18490,neutral
18491,neutral
18492,neutral
18493,question
18494,neutral
18495,neutral
18496,neutral
18497,question
18498,question
18499,question
18500,excited
18501,bored
18502,excited
18503,question
18504,question
18505,bored
18506,neutral
18507,excited
18508,question
18509,excited
18510,question
18511,excited
18512,question
18513,question
18514,excited
18515,excited
18516,bored
18517,question
18518,excited
18519,neutral
18520,excited
18521,question
18522,excited
18523,question
18524,question
18525,excited
18526,bored
18527,neutral
18528,question
18529,neutral
18530,excited
18531,question
18532,neutral
18533,question
18534,excited
18535,question
18536,neutral
18537,bored
18538,neutral
18539,bored
18540,bored
18541,excited
18542,question
18543,question
18544,neutral
18545,bored
18546,excited
18547,excited
18548,neutral
18549,excited
18550,neutral
18551,question
18552,excited
18553,excited
18554,excited
18555,neutral
18556,neutral
18557,neutral
18558,excited
18559,excited
18560,question
18561,bored
18562,neutral
18563,question
18564,neutral
18565,question
18566,neutral
18567,question
18568,question
18569,excited
18570,question
18571,bored
18572,bored
18573,question
18574,excited
18575,excited
18576,excited
18577,question
18578,neutral
18579,bored
18580,question
18581,bored
18582,question
18583,neutral
18584,excited
18585,excited
18586,excited
18587,bored
18588,question
18589,neutral
18590,bored
18591,excited
18592,bored
18593,bored
18594,neutral
18595,question
18596,bored
18597,neutral
18598,neutral
18599,neutral
18600,excited
18601,neutral
18602,neutral
18603,question
18604,bored
18605,question
18606,bored
18607,neutral
18608,excited
18609,bored
18610,excited
18611,neutral
18612,question
18613,question
18614,question
18615,question
18616,excited
18617,bored
18618,excited
18619,neutral
18620,excited
18621,question
18622,question
18623,neutral
18624,bored
18625,bored
18626,bored
18627,excited
18628,question
18629,excited
18630,excited
18631,excited
18632,excited
18633,question
18634,question
18635,bored
18636,neutral
18637,excited
18638,excited
18639,neutral
18640,question
18641,bored
18642,excited
18643,excited
18644,bored
18645,excited
18646,excited
18647,excited
18648,bored
18649,question
18650,excited
18651,excited
18652,excited
18653,question
18654,question
18655,excited
18656,excited
18657,bored
18658,excited
18659,neutral
18660,question
18661,excited
18662,excited
18663,excited
18664,bored
18665,excited
18666,question
18667,excited
18668,question
18669,question
18670,excited
18671,neutral
18672,bored
18673,bored
18674,question
18675,excited
18676,excited
18677,excited
18678,excited
18679,neutral
18680,neutral
18681,bored
18682,question
18683,question
18684,neutral
18685,neutral
18686,bored
18687,excited
18688,question
18689,question
18690,neutral
18691,bored
18692,neutral
18693,excited
18694,excited
18695,bored
18696,excited
18697,bored
18698,bored
18699,question
18700,excited
18701,question
18702,question
18703,question
18704,question
18705,bored
18706,question
18707,neutral
18708,bored
18709,excited
18710,bored
18711,question
18712,excited
18713,bored
18714,question
18715,neutral
18716,neutral
18717,question
18718,question
18719,neutral
18720,excited
18721,neutral
18722,neutral
18723,neutral
18724,bored
18725,neutral
18726,question
18727,excited
18728,neutral
18729,neutral
18730,question
18731,excited
18732,neutral
18733,question
18734,bored
18735,question
18736,question
18737,question
18738,excited
18739,question
18740,bored
18741,question
18742,neutral
18743,excited
18744,neutral
18745,neutral
18746,bored
18747,neutral
18748,neutral
18749,bored
18750,excited
18751,question
18752,question
18753,neutral
18754,bored
18755,neutral
18756,neutral
18757,bored
18758,bored
18759,bored
18760,excited
18761,question
18762,neutral
18763,question
18764,neutral
18765,excited
18766,question
18767,question
18768,excited
18769,excited
18770,neutral
18771,bored
18772,question
18773,bored
18774,bored
18775,neutral
18776,bored
18777,neutral
18778,excited
18779,excited
18780,bored
18781,bored
18782,neutral
18783,neutral
18784,excited
18785,excited
18786,neutral
18787,question
18788,bored
18789,neutral
18790,bored
18791,question
18792,question
18793,bored
18794,excited
18795,neutral
18796,bored
18797,question
18798,question
18799,question
18800,question
18801,excited
18802,neutral
18803,bored
18804,bored
18805,bored
18806,bored
18807,excited
18808,question
18809,bored
18810,excited
18811,bored
18812,question
18813,bored
18814,neutral
18815,excited
18816,bored
18817,question
18818,excited
18819,neutral
18820,question
18821,question
18822,excited
18823,question
18824,excited
18825,question
18826,question
18827,question
18828,excited
18829,question
18830,excited
18831,question
18832,bored
18833,bored
18834,neutral
18835,neutral
18836,neutral
18837,excited
18838,neutral
18839,excited
18840,bored
18841,bored
18842,bored
18843,question
18844,neutral
18845,bored
18846,question
18847,bored
18848,neutral
18849,excited
18850,bored
18851,excited
18852,excited
18853,neutral
18854,excited
18855,question
18856,excited
18857,question
18858,excited
18859,question
18860,question
18861,excited
18862,excited
18863,excited
18864,bored
18865,excited
18866,neutral
18867,neutral
18868,neutral
18869,excited
18870,question
18871,excited
18872,neutral
18873,bored
18874,excited
18875,excited
